"scientificName","genus","family","order","class","phylum","institutionCode","catalogNumber","basisOfRecord","day","month","year","recordedBy","identifiedBy","lifeStage","sex","locality","waterBody","waterBodyType","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferencedby","georeferenceProtocol","georeferenceSources","georeferenceRemarks","municipality","stateProvince","reference","gbifId","subcatchmentId"
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","8-15","9","2002","Fontenla, J. L.","Fontenla, J. L.",,,"Pálpite",,"wetland",22.325556,-81.185278,"WGS84",2706,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","Fontenla, J. L. 2005. Other insects. In: Kirkconnell, A., D. F. Stotz,
J. M. Shopland. Cuba: Península de Zapata. Rapid Biological Inventories Report 07. The Field Museum. Chicago. 48",,399935768
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","8-15","9","2002","Fontenla, J. L.","Fontenla, J. L.",,,"Peralta",,"wetland",22.604782,-81.321488,"WGS84",2138,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","Fontenla, J. L. 2005. Other insects. In: Kirkconnell, A., D. F. Stotz,
J. M. Shopland. Cuba: Península de Zapata. Rapid Biological Inventories Report 07. The Field Museum. Chicago. 48",,399813782
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_247","PreservedSpecimen","1","3","2003","Corrico y Benites",,"2 larvae","1 male, 1 female","Rio San Juan(Boniato)","San Juan river","river",20.079822,-75.802151,"WGS84",745,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422873987
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_282","PreservedSpecimen","23","4","2004","Quintana",,"1 adult","1 male","Centro de Estudios de Energía Solar",,"general freshwater",20.0077,-75.771363,"WGS84",46,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422886176
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2005","Trapero-Quintana, A.",,,,"Sábalo, Refugio de Fauna Monte Cabaniguán",,"wetland",20.749827,-77.277611,"WGS84",3815,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Jobabo","Las Tunas","Trapero-Quintana, A. 2009. Notes on the Odonata of Refugio de Fauna Monte Cabaniguán, Las Tunas, Cuba. Bulletin of American Odonatology. 11: 26-28. https://static1.squarespace.com/static/5bf443d3f8370a0c796d6447/t/5d73e024df09514a97806b47/1567875126179/BAO_2009_11_1.pdf                                                                                                                                ",,422763388
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_444","PreservedSpecimen","12","11","2006","Cabrera",,"1 adult","1 male","La Redonda",,"pond",20.013295,-75.758447,"WGS84",159,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422885922
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_ODO_457","PreservedSpecimen","16","8","2006","Cabrera",,"1 adult","1 female","Siboney",,"general freshwater",19.960664,-75.701519,"WGS84",303,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422893774
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","26","7","2011",,,,,"Viñales",,"general freshwater",22.610146,-83.698631,"WGS84",100,"Kristin A. Bakkegard","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Viñales","Pinar del Río","https://data.biodiversitydata.nl/obsint/observation/OBS.56157277","https://www.gbif.org/occurrence/2838533404",399809685
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","30","7","2011",,,,,"Soplillar, Ciénaga de Zapata",,"wetland",22.287721,-81.147372,"WGS84",100,"sandradennis","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","https://data.biodiversitydata.nl/obsint/observation/OBS.56157180","https://www.gbif.org/occurrence/2832273340",399956890
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,,"2011","Ramos-Hernandez, J. M","Ramos-Hernandez, J. M",,,"Sierra de las Damas",,"general freshwater",22.102514,-79.398094,"WGS84",734,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Cabaiguán","Sancti Spíritus","Ramos-Hernandez, J. M. 2012. The dragonflies (Insecta: Odonata) of Sierra Las Damas, Sancti Spíritus Province, Cuba. Argia. 24: 18. https://static1.squarespace.com/static/5bf443d3f8370a0c796d6447/t/5d7304355210ec699e1be7bf/1567818828765/Argia_2012_24_2.pdf                                                                                                                              ",,422554351
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","23","4","2012","sandradennis",,,"female","Bermejas, Ciénaga de Zapata",,"wetland",22.141874,-80.962222,"WGS84",30,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Calimete","Matanzas","https://www.inaturalist.org/observations/34361427","https://www.gbif.org/occurrence/2429587303",400021138
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","26","4","2012","Mark Dennis",,,,"Playa Girón",,"general freshwater",22.074028,-81.036873,"WGS84",244,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","https://www.inaturalist.org/observations/12308248","https://www.gbif.org/occurrence/1847481243",400048294
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation",,"5-8","2012","Torres-Cambas, Y., Trapero-Quintana, A., Lorenzo-Carballa, O., Cordero Rivera, A.",,,,"Alfredo Álvarez Mola",,"pond",21.171135,-77.55048,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Sibanicú","Camagüey","Torres-Cambas Y,  Trapero-Quintana A.D., Lorenzo-Carballa, M.O.  . 2015. An update on the distribution of threatened odonate species from the Greater Antilles. International Journal of Odonatology. 18: 89–104. https://doi.org/10.1080/13887890.2014.928241                                                                                                                                                                                                              ",,422685327
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","26","7","2012","Torres-Cambas, Y., Trapero-Quintana, A., Lorenzo-Carballa, O., Cordero Rivera, A.",,,,"La Mula, Río Turquino, 4 km upstream from the river estuary","Turquino river","river",19.961389,-76.752778,"WGS84",30,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","Torres-Cambas Y,  Trapero-Quintana A.D., Lorenzo-Carballa, M.O.  . 2015. An update on the distribution of threatened odonate species from the Greater Antilles. International Journal of Odonatology. 18: 89–104. https://doi.org/10.1080/13887890.2014.928241                                                                                                                                                                                                              ",,422893465
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"MaterialCitation","11","8","2012","Torres-Cambas, Y.",,,,"Playa Girón",,"general freshwater",22.070144,-81.030308,"WGS84",888,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","Torres-Cambas Y,  Trapero-Quintana A.D., Lorenzo-Carballa, M.O.  . 2015. An update on the distribution of threatened odonate species from the Greater Antilles. International Journal of Odonatology. 18: 89–104. https://doi.org/10.1080/13887890.2014.928241                                                                                                                                                                                                              ",,400049247
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","10","1","2013","Paul Prior",,,,"Playa Esmeralda, Rafael Freyre",,"general freshwater",21.109009,-75.867771,"WGS84",564,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Banes","Holguín","https://www.inaturalist.org/observations/10743871","https://www.gbif.org/occurrence/1838037814",422696946
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","23","12","2014","Torres-Cambas, Y. ",,,,"Camino hacia los CangIlones",,"general freshwater",21.58406,-77.78634,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Sierra de Cubitas","Camagüey","newly published in this work",,422634153
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Odonata Central",,"HumanObservation","26","12","2014","Dianna Wolfe",,,,"Villa Don Lino",,"general freshwater",21.08781,-75.9943,"WGS84",100,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Rafael Freyre","Holguín","https://www.gbif.org/occurrence/3034826529","https://www.gbif.org/occurrence/3034826529",422701600
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","6","7","2014","Peter Hollinger",,,,"Ciénaga de Zapata",,"wetland",22.461569,-81.378478,"WGS84",50000,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","https://www.inaturalist.org/observations/44005303","https://www.gbif.org/occurrence/2611084496",399877878
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","8","7","2014","Peter Hollinger",,,,"Ciénaga de Zapata",,"wetland",22.433202,-81.353828,"WGS84",50000,"Peter Hollinger","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","https://www.inaturalist.org/observations/44397333","https://www.gbif.org/occurrence/2611342698",399889622
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","15","1","2015","bja2800dk",,,"female","María La Gorda, Guanahacabibes",,"general freshwater",21.819681,-84.494031,"WGS84",198,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Sandino","Pinar del Río","https://www.inaturalist.org/observations/103581908","https://www.gbif.org/occurrence/3457185828",400153210
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","26","3","2015","Allan Hopkins",,,,"Parque de La Güira, La Güira",,"general freshwater",22.635253,-83.408471,"WGS84",100,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Consolación del Sur","Pinar del Río","https://www.inaturalist.org/observations/1505674","https://www.gbif.org/occurrence/1265532532",399800830
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","28","5","2015","Torres-Cambas, Y.",,,,"Charca en un protero a 10Km de Camagüey en la carretera central hacia Florida",,"pond",21.41539,-78.11452,"WGS84",30,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Florida","Camagüey","newly published in this work",,422652841
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","19","6","2015","Torres-Cambas, Y.",,,,"La Mula, Río Turquino","Turquino river","river",19.97648,-76.76786,"WGS84",30,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","newly published in this work",,422891686
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","17","11","2016","angela_husfeld",,,,"María La Gorda, Guanahacabibes",,"general freshwater",21.810071,-84.504038,"WGS84",61,"Maurice Raymond","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Sandino","Pinar del Río","https://www.inaturalist.org/observations/103410675","https://www.gbif.org/occurrence/3456060447",400158905
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","5","10","2017","Wayne Fidler",,,"female","Base Naval de Guantánamo",,"general freshwater",19.917514,-75.163336,"WGS84",31,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/10156741","https://www.gbif.org/occurrence/2397076825",422898080
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","21","11","2017","David M. Gascoigne",,,,"Ciénaga de Zapata",,"wetland",22.297654,-81.427898,"WGS84",90892,"Kristin A. Bakkegard","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","https://www.inaturalist.org/observations/88539185","https://www.gbif.org/occurrence/3337474802",399951799
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Odonata Central",,"HumanObservation","21","12","2017","Wayne Fidler",,,,"Base Naval de Guantánamo",,"general freshwater",19.91936,-75.14027,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.gbif.org/occurrence/3034992645","https://www.gbif.org/occurrence/3034992645",422897692
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","9","12","2017","Wayne Fidler",,,"male","Base Naval de Guantánamo",,"general freshwater",19.9226,-75.135713,"WGS84",61,"Kristin A. Bakkegard","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/9222576","https://www.gbif.org/occurrence/2397710614",422897262
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","26","2","2017","Jukka Jantunen",,,,"Ciénaga de Zapata",,"wetland",22.440838,-81.164628,"WGS84",100,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Jagüey Grande","Matanzas","https://www.inaturalist.org/observations/13212592","https://www.gbif.org/occurrence/1850931733",399884846
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","20","6","2017","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A., Ferreira, S.",,,,"Los Hondones",,"wetland",22.2325,-81.10673,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399982489
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","20","6","2017","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A., Ferreira, S.",,,,"Maneadero",,"pond",22.411558,-81.642256,"WGS84",3036,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399899488
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","21","6","2017","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A., Ferreira, S.",,,,"Zarabanda",,"pond",22.40162,-81.00816,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399901413
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","22","6","2017","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A., Ferreira, S.",,,,"San Lázaro ",,"wetland",22.23586,-81.35775,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399982875
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","26","6","2017","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A., Ferreira, S.",,,,"Charca cerca de Santo Tomás",,"pond",22.40061,-81.42685,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399905169
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Bartolomé Masó",,"general freshwater",20.1629,-76.9535,"WGS84",30,"Louis Imbeau","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/15608837","https://www.gbif.org/occurrence/2992852345",422857658
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Dos Grúas, Bartolomé Masó",,"general freshwater",20.1529,-76.9488,"WGS84",30,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/15608748","https://www.gbif.org/occurrence/2992869336",422860127
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Bartolomé Masó",,"general freshwater",20.162967,-76.9535,"WGS84",100,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/7330884","https://www.gbif.org/occurrence/2992881312",422857658
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Dos Grúas, Bartolomé Masó",,"general freshwater",20.1523,-76.9467,"WGS84",30,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/15608786","https://www.gbif.org/occurrence/3355481329",422860127
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Dos Grúas, Bartolomé Masó",,"general freshwater",20.151,-76.95,"WGS84",30,"Paul Prior","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/15608766","https://www.gbif.org/occurrence/2992680356",422860126
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Dos Grúas, Bartolomé Masó",,"general freshwater",20.152972,-76.948822,"WGS84",100,"Paul Prior","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/7331088","https://www.gbif.org/occurrence/2992743304",422860127
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Bartolomé Masó",,"general freshwater",20.162986,-76.953537,"WGS84",100,"Louis Imbeau","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/7330892","https://www.gbif.org/occurrence/2992768309",422857658
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Dos Grúas, Bartolomé Masó",,"general freshwater",20.151039,-76.950042,"WGS84",100,"Louis Imbeau","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/7331057","https://www.gbif.org/occurrence/2992796311",422860126
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","1","8","2017","Andre H NL",,,,"Dos Grúas, Bartolomé Masó",,"general freshwater",20.152322,-76.946787,"WGS84",100,"Louis Imbeau","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Bartolomé Masó","Granma","https://www.inaturalist.org/observations/7490397","https://www.gbif.org/occurrence/2992806312",422860127
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","11","1","2018","Trapero-Quintana, A., Cordero-Rivera, A., Rivas-Torres, A.",,,,"Zarabanda",,"pond",22.40162,-81.00816,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399901413
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","12","1","2018","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A. Rivas-Torres, A.",,,,"San Lázaro 3",,"wetland",22.25667,-81.26861,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Ciénaga de Zapata","Matanzas","newly published in this work",,399971176
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda",,,"HumanObservation","17","1","2018","Torres-Cambas, Y., Trapero-Quintana, A., Cordero-Rivera, A. Rivas-Torres, A.",,,,"Campismo Salto Los Portales",,"river",22.20722,-84.05972,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Guane","Pinar del Río","newly published in this work",,399993300
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","3","1","2018","Kristin A. Bakkegard",,,"female","Base Naval de Guantánamo",,"general freshwater",19.905591,-75.154011,"WGS84",30,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/9355427","https://www.gbif.org/occurrence/1802768911",422899120
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","23","2","2018","Julia Wittmann",,,,"Mogote El Americano, Viñales",,"general freshwater",22.602873,-83.773901,"WGS84",205,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Viñales","Pinar del Río","https://www.inaturalist.org/observations/67187460","https://www.gbif.org/occurrence/3013884917",399814454
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","24","2","2018","Christoph Moning",,,,"Cueva de la Vaca, Mogote del Valle de Viñales",,"general freshwater",22.626002,-83.716303,"WGS84",322,"Wayne Fidler","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Viñales","Pinar del Río","https://www.inaturalist.org/observations/38118184","https://www.gbif.org/occurrence/2563652152",399803391
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","27","3","2018","Wayne Fidler",,,"female","Base Naval de Guantánamo",,"general freshwater",19.916896,-75.163386,"WGS84",30,"David Díaz","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/10458785","https://www.gbif.org/occurrence/2397163175",422898423
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","16","4","2018","amantedarmanin",,,,"Sierra de la Gusasa",,"general freshwater",22.653568,-83.697287,"WGS84",161,"David Díaz","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Viñales","Pinar del Río","https://www.inaturalist.org/observations/86321939","https://www.gbif.org/occurrence/3327746728",399792780
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","Naturgucker",,"HumanObservation","29","6","2018",,,,,"Topes Collantes",,"general freshwater",21.907375,-80.047073,"WGS84",250,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Cumanayagua","Cienfuegos","https://www.gbif.org/occurrence/1883808989","https://www.gbif.org/occurrence/1883808989",422583795
"Erythemis vesiculosa (Fabricius, 1775)","Erythemis","Libellulidae","Odonata","Insecta","Arthropoda","iNaturalist",,"MaterialCitation","20","7","2018","Wayne Fidler",,,"male","Base Naval de Guantánamo",,"general freshwater",19.91576,-75.147585,"WGS84",30,"Alex Alfil","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Caimanera","Guantánamo","https://www.inaturalist.org/observations/14550036","https://www.gbif.org/occurrence/2397444765",422898081
