"scientificName","genus","family","order","class","phylum","institutionCode","catalogNumber","basisOfRecord","day","month","year","recordedBy","identifiedBy","lifeStage","sex","locality","waterBody","waterBodyType","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","georeferencedby","georeferenceProtocol","georeferenceSources","georeferenceRemarks","municipality","stateProvince","reference","gbifId","subcatchmentId"
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_252","PreservedSpecimen","20","2","2003","Hernández/Cala",,,,"Río Sevilla, Santa Isabel","Sevilla river","river",20.068543,-77.525409,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Niquero","Granma","newly published in this work",,422876172
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_255","PreservedSpecimen","3","2","2003","Hernández/Cala",,,,"Río Sevilla, Alto Montero","Sevilla river","river",20.002938,-77.442409,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Niquero","Granma","newly published in this work",,422887342
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_259","PreservedSpecimen","4","2","2003","Bauta/Hernández",,,,"San Fernando ","Gibara river","river",20.8667,-76.09978,"WGS84",956,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Báguanos","Holguín","newly published in this work",,422745487
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_261","PreservedSpecimen","5","2","2003","Hernández/Cala",,,,"Río Sevilla, La Ceiba","Sevilla river","river",20.087127,-77.525895,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Niquero","Granma","newly published in this work",,422872272
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_264","PreservedSpecimen","12","3","2003",,,,,"Los Morones, Río Turquino","Turquino river","river",19.985127,-76.764836,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","newly published in this work",,422889958
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_276","PreservedSpecimen","29","3","2003","Trapero",,,,"Ojito de Agua",,"river",20.477332,-74.987761,"WGS84",102,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Moa","Holguín","newly published in this work",,422804276
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_278","PreservedSpecimen","11","6","2003",,,,,"Rio Turquino (2,5 Km desembocadura)",,"general freshwater",19.96572,-76.75916,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422893137
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_302","PreservedSpecimen","20","6","2003",,,,,"Rio Turquino (1 Km Desembocadura) ",,"general freshwater",19.95985,-76.75264,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","newly published in this work",,422893465
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_310","PreservedSpecimen","22","6","2003",,,,,"Los Morones, Río Turquino","Turquino river","river",19.985127,-76.764836,"WGS84",30,"Y. Torres-Cambas","GPS, GEOLocate","GPS, GEOLocate: Mapnik (OSM), Google Hybrid",,"Guamá","Santiago de Cuba","newly published in this work",,422889958
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_320","PreservedSpecimen","22","1","2004","Rodríguez/Padilla ",,,,"La Marsellesa","Guaso river","river",20.17936,-75.1826,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Guantánamo","Guantánamo","newly published in this work",,422855266
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_353","PreservedSpecimen","30","10","2006","Giorge Abril",,,,"La Perla ",,"general freshwater",20.15919,-75.46741,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"El Salvador","Guantánamo","newly published in this work",,422858986
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_360","PreservedSpecimen","16","3","2006","Giorge Abril",,,,"Belleza ",,"general freshwater",20.17324,-75.5304,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","newly published in this work",,422856198
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_367","PreservedSpecimen","18","3","2006","Giorge Abril",,,,"Depósito",,"general freshwater",20.18409,-75.56141,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","newly published in this work",,422853749
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_383","PreservedSpecimen","24","8","2006","Giorge Abril",,,,"Belleza ",,"general freshwater",20.17324,-75.5304,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","newly published in this work",,422856198
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_389","PreservedSpecimen","26","8","2006","Giorge Abril",,,,"Depósito",,"general freshwater",20.18409,-75.56141,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","newly published in this work",,422853749
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_392","PreservedSpecimen","27","8","2006","Giorge Abril",,,,"Belleza ",,"general freshwater",20.17324,-75.5304,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","newly published in this work",,422856198
"Hagenulus morrisonae Peters and Alayo, 1971","Hagenulus","Leptophlebiidae","Ephemeroptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_EPH_394","PreservedSpecimen","11","9","2006","Giorge Abril",,,,"Los Reynaldos",,"general freshwater",20.17908,-75.49097,"WGS84",100,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Songo-La Maya","Santiago de Cuba","newly published in this work",,422855243
"Haliplus alberti Megna,  Hendrich & Balke 2018","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda","Zoologische Staatssammlung München",,"MaterialCitation",,,"2017","Y. S. Megna","Y. S. Megna, L. Hendrich, M. Balke","3 adults","2 male, 1 female","Pan de Guajaibon near San Juan de Sagua",,"pond",22.797747,-83.360014,"WGS84",53,"Y. S. Megna","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Bahía Honda","Artemisa","Megna, Yoandri S, Hendrich, L.,  Balke, M.. 2018. A new species of Haliplus Latreille, 1802 from Cuba ( Coleoptera: Haliplidae). Aquatic Insects. 29: 1-9. https://doi.org/10.1080/01650424.2018.1430834                                                                                                                                                                                                             ",,399727317
"Haliplus carinatus Guignot, 1936","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation",,"3","1972","V. Decu","Spangler","1 adult",,"Siboney",,"general freshwater",19.960664,-75.701519,"WGS84",303,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Santiago de Cuba","Santiago de Cuba","Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,422893774
"Haliplus havaniensis Wehncke, 1880","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation",,"7","2003","Y. S. Megana, O. Bello","Y. S. Megna",,,"Guanahacabibes. El Verraco",,"pond",21.92793,-84.58708,"WGS84",464,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Sandino","Pinar del Río","Megna, Y. S., O. Bello, C. Naranjo. 2004. Invertebrados acuáticos de la costa sur de la península de Guanahacabibes. Cocuyo. 14: 15-17. http://www.bio-nica.info/biblioteca/Cocuyo2004No14.pdf                                                                                                                                                                                                    ",,400105547
"Haliplus havaniensis Wehncke, 1880","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation",,"7","2003","Y. S. Megana, O. Bello","Y. S. Megna",,,"Guanahacabibes. Playa Antonio",,"pond",21.912596,-84.631637,"WGS84",60,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Sandino","Pinar del Río","Megna, Y. S., O. Bello, C. Naranjo. 2004. Invertebrados acuáticos de la costa sur de la península de Guanahacabibes. Cocuyo. 14: 15-17. http://www.bio-nica.info/biblioteca/Cocuyo2004No14.pdf                                                                                                                                                                                                    ",,400110523
"Haliplus havaniensis Wehncke, 1880","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation",,"7","2003","Y. S. Megana, O. Bello","Y. S. Megna",,,"Guanahacabibes. Caleta de los Piojos",,"pond",21.82898,-84.86757,"WGS84",1239,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Sandino","Pinar del Río","Megna, Y. S., O. Bello, C. Naranjo. 2004. Invertebrados acuáticos de la costa sur de la península de Guanahacabibes. Cocuyo. 14: 15-17. http://www.bio-nica.info/biblioteca/Cocuyo2004No14.pdf                                                                                                                                                                                                    ",,400148986
"Haliplus havaniensis Wehncke, 1880","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda","Museo de Historia Natural Charles Ramsden de la Torre, Universidad de Oriente, Santiago de Cuba","CR_COL_439","MaterialCitation","1","3","2013","D. Leyva","Y.S. Megna",,,"Yamaica, at Jesús Menéndez (Chaparra) "," Chaparra river","river",21.17663,-76.48157,"WGS84",83,"Y. S. Megna","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Jesús Menéndez","Las Tunas","Leyva, D. , Y. S. Megna, A. Deler-Hernández. 2014. Lista de los coleópteros acuáticos (Coleoptera: Adephaga, Polyphaga) de Jesús Menéndez, Las Tunas, Cuba. Novitates Caribaea. 7: 105-116. https://doi.org/10.33800/nc.v0i7.70                                                                                                                                                                                                                       ",,422685120
"Haliplus tumidus ","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation","25","3","1973","V. Decu","Spangler","2 adult",,"Mayarí Arriba, Arroyo Jarahueca","Jarahueca stream","river",20.375451,-75.62498,"WGS84",2969,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Segundo Frente","Santiago de Cuba","Spangler, P. J. 1981. Suplement to the aquatic and semiaquatic Coleoptera of Cuba collected by the Biospeleological Expeditions to Cuba by the Academies of Science of Cuba and Romania. In: Orghidan T., Núñez, A., Botosaneanu, L., Decu, V., Negrea, St., Viña, N.. Résultats des expéditions biospéologiques cubano-roumaines á Cuba. Editura Academiei Republicii Socialiste Romania,  Bucharest. NA. ",,422820661
"Haliplus tumidus ","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2001","Y. Hernández; Y. Bauta","J. C. Naranjo",,,"La Victoria","Gibara river","river",21.056,-76.1304,"WGS84",30,"J. C. Salazar-Salinas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Gibara","Holguín","Hernández, Y., Bauta, Y. 2003. Caracterización de la macrofauna dulceacuícola de los ríos Gibara y Cacoyogüín. Municipio Gibara (Holguín). Bachelor degree thesis. Universidad de Oriente. ",,422707270
"Haliplus youngi Vondel and Spangler, 2008","Haliplus","Haliplidae","Coleoptera","Insecta","Arthropoda",,,"MaterialCitation",,,"2007","A. Deler, F. Cala","A. Deler",,,"Monte Barranca",,"pond",20.376279,-76.041637,"WGS84",1370,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Palma Soriano","Santiago de Cuba","A. Deler-Hernández, F. Cala-Riquelme. 2010. Escarabajos acuáticos (Coleoptera: Adephaga, Polyphaga) de la Reserva Florística Manejada Monte Barranca,
Santiago de Cuba, Cuba. Novitates Caribaea. 3: 69-76. NA",,422819970
"Halobates micans Eschscholtz, 1822","Halobates","Gerridae","Hemiptera","Insecta","Arthropoda","Museo de Historia Natural Felipe Poey, Universidad de La Habana","ca6co4                                                                                                                                                                                                                                                    ","PreservedSpecimen","30","1","1966","P. Barro",,,,"Playa de Viriato ",,"general freshwater",23.092022,-82.466078,"WGS84",45,"Y. Torres-Cambas","GEOLocate","GEOLocate: Mapnik (OSM), Google Hybrid",,"Playa","La Habana","newly published in this work",,399614824
