species,family,order,class,phylum,kingdom,decimalLatitude,decimalLongitude,cubanendemic
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.72172,-83.042195,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,23.074511,-82.278512,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.687975,-82.464826,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.378185,-79.20497,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.705493,-82.626989,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.557596,-83.31914,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.557807,-79.533806,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.621069,-82.762286,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.390095,-80.174796,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.817765,-82.905096,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.387301,-80.134937,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.331794,-80.259655,y
Girardinus_falcatus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.676318,-81.74919,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,23.074511,-82.278512,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.633465,-81.546954,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.683815,-82.629424,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.781359,-80.068765,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.665785,-83.136022,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.331794,-80.259655,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.72172,-83.042195,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.378185,-79.20497,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.817765,-82.905096,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.669228,-82.043821,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.390095,-80.174796,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.687975,-82.464826,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.705493,-82.626989,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.621069,-82.762286,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.557596,-83.31914,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.557807,-79.533806,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.676318,-81.74919,y
Girardinus_metallicus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.387301,-80.134937,y
Girardinus_microdactylus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.701511,-83.190776,y
Girardinus_microdactylus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.809002,-82.95305,y
Girardinus_microdactylus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.837817,-82.805315,y
Girardinus_microdactylus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.877399,-82.759843,y
Girardinus_microdactylus,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.883124,-82.741346,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.917761,-80.03559,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.633465,-81.546954,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.00895,-79.989625,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.705638,-79.685384,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.705493,-82.626989,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.020848,-79.986714,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.390095,-80.174796,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.74327,-79.695048,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,23.074511,-82.278512,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.378185,-79.20497,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.846638,-79.871748,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.742963,-79.84888,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.552457,-79.530844,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.669228,-82.043821,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.557807,-79.533806,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.374788,-79.817711,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.387301,-80.134937,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.186561,-79.558664,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.817765,-82.905096,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.28923,-79.639148,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.731821,-79.990234,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.864108,-79.929064,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.665785,-83.136022,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.683815,-82.629424,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.758079,-80.020903,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.72172,-83.042195,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.676318,-81.74919,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.861471,-79.856882,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.781359,-80.068765,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.768227,-79.742792,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.923267,-80.019576,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.687975,-82.464826,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.557596,-83.31914,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.687681,-79.642485,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.331794,-80.259655,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.89467,-82.504059,y
Limia_vittata,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.621069,-82.762286,y
Mugil_liza,Mugilidae,Mugiliformes,Actinopterygii,Chordata,Animalia,22.768227,-79.742792,n
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.89467,-82.504059,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,21.809002,-82.95305,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.390095,-80.174796,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.557807,-79.533806,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.331794,-80.259655,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.170831,-80.187167,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.004364,-79.863061,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.633465,-81.546954,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,21.846638,-79.871748,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.669228,-82.043821,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,23.074511,-82.278512,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.020848,-79.986714,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,21.817765,-82.905096,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,21.683815,-82.629424,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.387301,-80.134937,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.378185,-79.20497,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.72172,-83.042195,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,21.621069,-82.762286,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.676318,-81.74919,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.687975,-82.464826,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.665785,-83.136022,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,22.28923,-79.639148,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,21.861471,-79.856882,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,20.012912,-75.032301,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,20.176002,-74.972472,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,20.317925,-75.589942,y
Nandopsis_tetracanthus,Cichlidae,Perciformes,Actinopterygii,Chordata,Animalia,20.176221,-74.971709,y
Quintana_atrizona,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.817765,-82.905096,y
Quintana_atrizona,Poeciliidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.683815,-82.629424,y
Rivulus_cylindraceus,Rivulidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.683815,-82.629424,y
Rivulus_cylindraceus,Rivulidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,21.809002,-82.95305,y
Rivulus_cylindraceus,Rivulidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.676318,-81.74919,y
Rivulus_cylindraceus,Rivulidae,Cyprinodontiformes,Actinopterygii,Chordata,Animalia,22.669228,-82.043821,y
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,21.1801,-77.4325,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,21.9353,-79.3972,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,22.4056,-79.8953,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,22.638,-83.1363,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,21.1801,-77.4326,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,22.4056,-79.8953,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,22.6391,-83.1301,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,21.9353,-79.3972,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,22.638,-83.1363,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.61542,-83.708992,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.668649,-83.479287,n
Trachemys_decussata,Emidydae,Testudines,Reptilia,Chordata,Animalia,23.147581,-81.82338,n
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.003668,-75.812083,n
Tricorythodes_cubensis,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,21.87624,-79.58597,y
Tricorythodes_cubensis,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,21.933333,-80.033333,y
Tricorythodes_cubensis,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,19.96666,-75.61666,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.11671,-76.95545,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.085803,-76.933666,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.03181,-76.86754,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.03054,-76.87048,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.02899,-76.87688,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.02159,-76.86955,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.406261,-75.773328,y
Tricorythodes_grallator,Leptohyphidae,Ephemeroptera,Insecta,Arthropoda,Animalia,20.449417,-75.768496,y
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.1239,-80.3246,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.793757,-80.036527,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.27964,-81.195062,n
Galba_cubensis,Lymnaeidae,Basommatophora,Gastropoda,Mollusca,Animalia,21.73,-79.559998,n
Gynacantha_nervosa,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,19.922391,-75.130726,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,19.92231,-75.126847,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.00372,-75.805378,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.107052,-75.864064,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,19.92265,-75.135573,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.30393,-74.474795,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.289559,-81.205109,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.425496,-78.356272,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.071744,-77.746639,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,23.117798,-82.406605,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.8656,-83.467,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.633104,-83.407173,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.137,-75.201,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.991617,-82.343283,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.793991,-83.007699,n
Melanoides_tuberculata,Thiaridae,Sorbeoconcha,Gastropoda,Mollusca,Animalia,19.920917,-75.131493,n
Micrathyria_dissocians,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.071744,-77.746639,n
Anax_junius,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,19.920358,-75.128483,n
Anax_amazili,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,19.92239,-75.130738,n
Brachymesia_herbida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.003596,-75.80535,n
Brachymesia_herbida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.071744,-77.746639,n
Brachymesia_herbida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.367137,-81.165761,n
Brachymesia_furcata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.01279,-75.798281,n
Brachymesia_furcata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.915799,-75.14774,n
Micrathyria_hagenii,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.922201,-75.112996,n
Micrathyria_hagenii,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.071744,-77.746639,n
Micrathyria_hagenii,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.993904,-82.341596,n
Neoneura_maria,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,20.211127,-74.307714,y
Neoneura_carnatica,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.670707,-83.706056,y
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.285805,-81.211491,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.889828,-75.475807,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.937923,-75.680021,n
Alisotrichia_alayoana,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.162852,-76.326235,y
Alisotrichia_chiquitica,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.1239,-74.4825,y
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.011189,-75.774741,n
Atopsyche_cubana,Hydrobiosidae,Trichoptera,Insecta,Arthropoda,Animalia,22.81,-83.02,y
Cannaphila_insularis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.932287,-80.012492,n
Cariboptila_soltera,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,22.81,-83.02,y
Corbicula_fluminea,Cyrenidae,Venerida,Bivalvia,Mollusca,Animalia,22.212118,-79.991497,n
Corbicula_fluminea,Cyrenidae,Venerida,Bivalvia,Mollusca,Animalia,22.2,-80.5333,n
Coryphaeschna_adnexa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Cariboptila_guajira,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.0117,-75.6269,y
Cubanoptila_botosaneanui,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,22.81,-83.02,y
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.33473,-80.54764,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.13007,-80.97336,n
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.1509,-76.9507,n
Enallagma_coecum,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Cubanoptila_madremia,Glossosomatidae,Trichoptera,Insecta,Arthropoda,Animalia,20.3014,-74.2967,y
Crocothemis_servilia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.053419,-75.845355,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Erythemis_plebeja,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.33473,-80.54764,n
Enallagma_civile,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.113056,-75.864722,n
Erythemis_simplicicollis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.13007,-80.97336,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.907375,-80.047073,n
Erythemis_vesiculosa,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.08781,-75.9943,n
Erythrodiplax_fervida,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Erythrodiplax_justiniana,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.11148,-80.08163,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.448995,-78.163778,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.08781,-75.9943,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.15402,-76.936645,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.1509,-76.9495,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.089706,-76.001717,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.124928,-81.628075,n
Erythrodiplax_umbrata,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.764606,-82.825943,n
Gynacantha_ereagris,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,19.916725,-75.163899,n
Hypolestes_trinitatis,Hypolestidae,Odonata,Insecta,Arthropoda,Animalia,21.939731,-80.009166,y
Helicopsyche_falcigona,Helicopsychidae,Trichoptera,Insecta,Arthropoda,Animalia,22.81,-83.02,y
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.735,-79.9983,n
Ischnura_hastata,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,21.764606,-82.825943,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,23.124928,-81.628075,n
Ischnura_ramburii,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.671526,-83.706017,n
Lestes_forficula,Lestidae,Odonata,Insecta,Arthropoda,Animalia,19.922203,-75.112961,n
Ischnura_capreolus,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.1408,-80.9646,n
Libellula_needhami,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.385651,-81.572984,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.927506,-75.11226,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.11148,-80.08163,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.007923,-77.713993,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.658644,-83.690657,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.840268,-82.941542,n
Macrothemis_celeno,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.932287,-80.012492,n
Melanoides_tuberculata,Thiaridae,Sorbeoconcha,Gastropoda,Mollusca,Animalia,20.015966,-75.794583,n
Micrathyria_dissocians,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Micrathyria_aequalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.08781,-75.9943,n
Micrathyria_aequalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.915,-82.4883,n
Nehalennia_minuta,Coenagrionidae,Odonata,Insecta,Arthropoda,Animalia,22.2872,-81.2053,n
Neotrichia_pequenita,Hydroptilidae,Trichoptera,Insecta,Arthropoda,Animalia,20.251109,-74.462926,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.147581,-81.82338,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.91936,-75.14027,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.08781,-75.9943,n
Perithemis_domitia,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Pomacea_paludosa,Ampullariidae,Caenogastropoda,Gastropoda,Mollusca,Animalia,22.5,-83.6667,n
Pomacea_poeyana,Ampullariidae,Caenogastropoda,Gastropoda,Mollusca,Animalia,22.344401,-81.101045,y
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.432161,-74.73999,n
Pantala_flavescens,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.363749,-74.537552,n
Rhionaeschna_psilus,Aeshnidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.92179,-75.1246,n
Tholymis_citrina,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.92638,-75.11154,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.963289,-75.778207,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.071744,-77.746639,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,19.91601,-75.14818,n
Orthemis_ferruginea,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,20.338827,-74.48097,n
Tramea_abdominalis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,21.089706,-76.001717,n
Erythrodiplax_berenice,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,22.40719,-81.68644,n
Idiataphe_cubensis,Libellulidae,Odonata,Insecta,Arthropoda,Animalia,23.092996,-82.117615,n
